Unnamed: 0,word,1900,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005
36,all,-1.754866876052247,-0.3134205129392801,-0.9436920767801102,-0.4374649010028686,-0.3965651556232956,-0.10969406960664897,-0.8492592710186726,-0.18939711155398017,-1.0533617992453075,-1.4798980588395445,-0.8498075910296358,-1.6579359666224676,-0.17735887229789624,-0.34599515967005107,-0.5495065921077055,-0.7602996745172805,-0.6009242573456337,-0.2326758467883131,-0.6181427175532574,-0.22602590246280768,-0.8965265506101945,0.5559734453245291
37,could,-1.754866876052247,-1.2131493440600185,-0.9845308776571039,-1.1670238464117852,-0.964918227497971,-1.514557569569983,-1.5969268726183337,-1.5950714744245271,-1.4722194358273768,-1.4172445027845018,-1.4121059836678382,-1.0990655162202112,-1.462007781656939,-1.2476223254639516,-0.8003423815339203,-1.3362552206507892,-0.5219040775313625,-0.10840266671393364,-0.4595847133472671,-0.6105756694727403,-0.9734748086512857,1.2283320500127033
38,if,0.15327714247103288,-0.9473240790716955,-0.6184515719296779,0.0602703515902918,0.693982459216261,-0.09685743790132602,-0.3690125725545666,-0.5496170969485975,-0.42680416533685894,-0.20694921084176876,0.15054174565659903,0.07189818582602374,-0.4757982852512758,-0.2038956811165565,0.20672578145274798,0.5958056970455959,0.2675308717315126,0.5613612252115648,0.6864305295432326,0.0016829164145968493,0.6075734737731918,0.9198835274939834
39,up,0.15327714247103288,-0.36158460167512085,-0.31972199104929766,-0.8156093273087903,-0.10462830208232438,0.46540869619170994,0.2663494049387867,-0.08001267518755768,-0.10727784469202564,-0.24013016768408454,-0.20944061750954923,0.09911194360478119,-0.32450214702264846,-0.3952205191056359,-0.17457581180211496,0.14544695692510815,-0.017684079629918626,0.6805618747758376,0.06893881009436947,0.556372848845631,-0.2920006532017694,0.9689609946803341
40,there,0.15327714247103288,-0.5684126277342262,-0.33370995288420485,-0.25675144235816544,-0.5353620121145666,-0.7506298721590263,-0.6555551850146225,-0.3093009031115446,-0.07131163303344291,-0.450802727670198,-0.31951378457788987,1.5511330725155645,-1.195764035566278,0.952141013447124,0.21797796396889255,0.9141562008076987,-0.1552795722877096,1.7402425394218972,0.6654558099903984,0.884187283808757,0.828063060787104,2.1512809015370893
41,this,0.15327714247103288,-0.6831290575946191,-0.44916553135987336,-0.4447132929753166,-0.43283274660905474,-0.7616626148010028,-0.7310148924215437,0.047217658629233314,0.1154777983292322,-0.5233584541434951,-0.38891385065932726,-0.47585126739880856,-0.4981697833799037,-0.07155851561327164,0.584810096478946,0.023577874183624337,-0.17090733236461222,0.22859240739202596,0.1186658774623829,0.10191286616373416,-0.018302455480223054,1.7294691980663992
42,no,0.15327714247103288,-1.1507538525372587,-0.9696996330029368,-0.9210929662092424,-0.7946816028531563,-0.8166106784905895,-0.524386656424261,-1.1117274755638273,-0.7370020218015629,-0.563317311184503,-1.0018757908446403,-0.503949779369113,-1.1658480580475818,-1.1624054744558634,-1.1408831841128293,-0.6625387063026367,-0.8380267560410486,-0.6582007411276162,-0.2720618500646162,-0.44747840199755534,-0.29673735942838675,0.6884936022046213
43,one,0.15327714247103288,-0.26618714938046534,0.6760666496744657,-1.0261931527985724,-1.5632040679362138,-1.4084608141804666,-0.7664365005996268,-0.9209502749359472,-1.6219420639820767,-0.3644057028964195,-0.3581522609701488,-0.9673900657769733,-0.7104918713950228,-0.4018269889910404,-0.4778026719190008,0.20830240586094853,-0.3502498985085142,-0.8230749478582045,-0.20697845100418288,-0.6767501848548905,-0.576109319109455,0.32873834695904636
44,so,0.15327714247103288,-0.05800421201167366,-0.6041383328169184,-1.013277911537156,-0.2000222432519659,-1.0839954031981454,-0.7726993435391665,0.13994510474694433,-0.4617152241329506,0.11621592900202474,-0.15412330584775083,0.26372290797797593,-0.08417761730936103,0.10283599449744174,0.1372820784911173,1.1975589409883927,0.2803645955406056,0.8327725083588169,-0.014624745627977083,1.195166353222558,0.423532053903985,1.8678087330959272
45,been,0.15327714247103288,-1.260198429911775,-1.678447415595516,-0.8915856165678283,-1.5865667727082835,-1.422254366741606,-1.919006182461622,-1.842284487730306,-1.726046267586911,-1.2092061361382902,-1.4288464356265496,-1.2907930477420992,-1.3005261686129472,-0.8236232949775102,-0.9129626762624238,-0.5170317400664339,-0.5539803241419612,-0.41633116363162936,-0.6744314718949612,-0.7604523414382464,-1.3241548306677147,-0.12729324443810228
46,from,0.15327714247103288,-0.6897932969733549,0.23526952224619208,-1.1140606816531011,-1.1347450661201859,-0.8873522555378989,-0.3170889308203699,-0.8273755805116962,-0.12092665893649399,-0.2881732091667913,-0.1604263614589814,-0.4153878410731871,-0.3805013441262792,-0.6721283995810923,-0.6362162832446074,-0.31449488440774664,-0.029080648540318364,-0.33507298991954737,-0.6638240129952475,-0.46433436445124054,-0.03889537013773489,0.33255715009576803
47,back,-1.754866876052247,-0.44444388190742184,-0.19612097522088975,-0.12103809019445073,-0.27832820127842794,-0.5883501753805489,-0.4338482792997318,-0.2442998796761666,-0.3559536274253371,0.009812447771546108,-0.5413373748765993,-1.3035368613749294,-0.3353038428885848,-0.25974093221982353,-0.3133752890038348,-0.6097465999204786,-0.3165609267958857,-0.5698101239905837,-0.23396297760422496,-0.12320915207913179,-0.2148747321000067,-0.32154378651938503
48,can,-1.754866876052247,-1.43419561158326,-1.1197455756300134,-1.4739498452342334,-1.8559054069018404,-1.9984073269100622,-1.3959540490680298,-1.3492205491849167,-1.3885877253249215,-0.9781658103815086,-1.3955666102252446,-1.1203095605367572,-1.4250508967194266,-0.815344539668136,-0.4122949761867944,-0.8815109078491448,-0.9643832264940527,-0.6748935833171296,-0.8418476525238506,-1.1583498957855929,-0.43452606354490153,0.7527790867257931
49,were,-1.754866876052247,-1.5242715894415966,-1.1285276181645703,-1.2540513747184945,-1.650313212062296,-1.5500128485953637,-1.243113414891398,-1.1001701947754354,-1.295469719010566,-0.7647995995927644,-1.3806847810586964,-0.3483035732970013,-0.952523949370915,-0.7833580506969562,-0.07833606733032442,-1.1022220171561863,-0.7566960856100385,-1.2616970617719463,-0.8543119375264518,-0.7722196094363855,-0.7511832039083847,0.7061385500784731
50,time,-1.754866876052247,-0.5062887590457366,-0.3385237938144147,-0.0507931209556558,0.15909612445069857,-0.24962768746005234,-0.6099310788455963,0.15323427517800697,-0.6049095700583461,-0.06412005209478129,-0.9059818737900955,0.31255811309388154,-0.0390858968885257,-0.6073997163924614,-0.4012654533001758,-0.278957912299661,-0.5858791460927135,-0.09189506504736679,-0.5778695161882447,0.19711938062508186,-0.00281801857125214,0.44926436738705794
51,about,0.15327714247103288,-1.3137818621772377,-0.3517873244272261,-0.4589046070396207,-0.6738622633021103,-0.6657737209910719,-0.4641624755766321,0.021486998489073313,-0.4813055748492738,0.15439044864836396,-0.1898349248679863,-0.414263907625304,-0.9025586823230216,-1.2357160110129222,-0.5264768001413864,-1.0256139817998047,-1.0546884419502762,-0.07971046211559742,-0.4004745179476035,0.6945425688471667,0.036238230666272506,1.2509973019384497
52,like,0.15327714247103288,-1.1384992990649156,-1.2110478831744753,-1.1550210809616053,-0.8802047173087172,-0.6101233394093215,-0.9302463964895334,-0.0145232430485501,-0.9669811218200894,-0.41936462378732847,-0.735575504375682,-0.5356942439759026,-0.7337464066799136,-0.9135267981847731,-1.0840063382633571,-0.9372220647761623,-0.3124593515648481,-0.06417248145178434,-0.41379183243997797,-0.7766082533953363,0.07789694923660066,0.5779157204594998
53,when,1.1073491517369696,-1.7868370974115764,-1.0779604920383365,-1.3825353673866707,0.7856356586430678,-0.19051667443834752,-0.10364077104333783,-0.737495624944606,-1.1448702224762561,-1.016225875987494,0.3500594284094675,-0.5465070887182637,-0.43376723244778526,-0.6851483104368353,-1.0731373251851002,-0.9557398918891624,-0.07890216902097416,-0.3628509296331157,1.114304597325621,-0.33159086795598214,0.08223600941870753,1.1734013743335414
54,them,0.15327714247103288,-1.8210069273412368,-1.4514785802672032,-2.0256813389962494,-1.9136376233712142,-1.773514432645005,-1.8560939417888953,-1.6345790804589373,-1.6461950992487164,-1.7146423767285832,-1.4943137993112383,-1.479151947516067,-1.125265789751241,-1.4238326617466537,-1.6856356940527717,-1.2018766635926061,-1.1163758928265481,-0.9377152608502805,-1.2236728787822013,-1.5275412898108682,-1.4036770323578576,-0.48327622093625433
55,are,0.15327714247103288,-1.8556471992337882,-1.6193967770813356,-1.5217748820499457,-1.736579663193153,-2.2592247737526683,-1.5272394206617728,-1.271626299543769,-1.844884257644258,-1.2119379000200436,-1.7487195338469153,-1.2482661759643143,-1.0242813746970023,-0.8412800728535176,-0.6244097392444641,-1.2233277757309393,-0.4219960522214608,-0.8513658144683399,-0.6344558999288119,-0.1541723768516215,-0.5755543354846101,1.3990274087530064
56,get,0.15327714247103288,-0.7513775132598656,-0.3566105620290407,-0.9897180844371629,-1.0096647456435757,0.7670021464637861,-1.1067490728761964,-0.4496348660436185,-0.4480642218160807,-0.3790113782128034,-0.48474142650318086,-0.40664983772416374,-0.7642495757979618,-0.1506610713154508,-0.6853893760108098,-0.8773608374927758,-0.7112734083902503,-0.5830167971428297,-1.0560137805920398,-0.24631710940906615,-0.4452316783338406,-0.34748190297741294
57,into,-1.754866876052247,0.22623477857301505,-0.9131087822983126,-0.4113357799450642,-0.7769126745857933,-0.7213172423647923,-0.2119672130146842,-0.965333763287805,0.08045668137588737,-0.4968301086923199,-0.2248802248923437,-0.05666894964460614,0.15016938867968202,0.19840467305806694,-0.7853405160303105,-0.32721807647474155,0.16249247852456547,-0.20817542353925603,0.0836013393337275,-0.05232169053950833,-0.1734776452368304,0.08933662443429999
58,then,0.15327714247103288,-0.16329216832877072,-0.8598632201038668,-0.38721763768518785,-0.12278466516042771,-0.6442359610397806,-0.1963651935778058,-0.5586692706644528,-0.840297133396194,-0.42784939639852027,-1.047393084400822,-0.15157471410304063,0.8649140385533136,-0.18421566273894796,0.04517031994556277,0.38279721667947525,0.16102826794683991,-0.1395779003354767,-0.3772893690958162,0.7101125917775613,0.3823553080845344,0.7359946563751345
59,going,1.1073491517369696,-1.8191014493858906,-1.264546430862764,-1.4474557104120236,-1.5594748248026324,-1.3796762996973733,-1.1013404606472088,-1.0571317585078182,-1.127602032001638,-0.5498720478234655,-0.8218496763155043,-1.0081267472635493,-0.9776034492223188,-0.554421365422343,-0.22112156712075703,-0.5328701335844443,-0.37177899223623273,-0.05011162875047453,-0.3857895194165183,-0.4808515508805109,-0.44474150698910364,-0.08654816784213937
60,see,0.15327714247103288,-0.3174274053058787,-1.4030989394169158,-0.561845968299031,-0.10018128936244859,0.3756759623662259,-0.4222130027680322,-0.664551770701863,-0.22659346146736037,-0.16083359646283782,-0.7259373169061384,-0.0521164652951802,-0.5268012996681167,-0.9090521827827821,-0.3899996750692418,-0.5128743282146053,-0.779323878186867,-0.080013837406721,-1.0140333129103611,-1.3214302501855506,-0.6400925756225001,-1.2549474761030601
61,just,0.15327714247103288,-0.5492159318004293,-0.6687685956857867,-0.469992184989969,-0.5136248214115979,-0.49263473721534057,-1.1723879252462446,0.3065918815873357,1.2688723574781424,-0.5782361973496405,-1.0916003082343246,-0.5035652023328105,-0.30205738138538135,0.07415213395077042,-0.6763281148440908,1.0140104928656406,1.5685165934688283,0.2597647248714629,0.6032105973078086,0.6793890778108835,0.9060318922807107,2.343968490523313
62,think,1.1073491517369696,-0.13211388703009166,-0.34823502409955004,-0.6329203360233624,-0.5970366151661993,-0.9905534538741952,-0.5135387036220349,-0.5498714699975631,-0.47662317457124875,-0.8002835129535029,-0.5834626954502036,-0.18264299107455031,-0.5124208743985627,-0.8000160290356628,-0.23418114614571642,-0.43963466096654685,-0.8355255637224251,-0.8455278020516912,0.11400827700604847,-0.8562701035257497,-0.2805984677966249,-0.7107889266424584
